Customer ID,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Zip Code,Population,Churn Value,Total Customer Svc Requests,Product/Service Issues Reported,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Female,Gender_Male
4193-ORFCL,1,Yes,No,Yes,15,No,No,No,No,No,No,No,Yes,No,46.904,45.1,0.0,0.0,15.24,80,No,Yes,No,No,0,91606,45358,1,5,2,True,False,False,False,True,False,True,False
7776-QWNFX,30,Yes,No,Yes,32,No,Yes,No,No,No,No,No,No,Yes,52.416,1527.5,0.0,489.0,139.5,71,No,Yes,Yes,No,0,91710,75319,1,1,0,True,False,False,True,False,False,False,True
6689-TCZHQ,5,Yes,No,Yes,22,No,No,No,No,No,Yes,No,No,No,82.108,378.4,0.0,83.0,61.35,70,No,Yes,No,No,0,91711,34716,1,5,0,True,False,False,True,False,False,True,False
9497-QCMMS,1,Yes,Yes,Yes,7,No,No,No,No,Yes,Yes,No,No,Yes,97.292,93.55,0.0,0.0,30.17,73,No,Yes,No,No,0,92117,51213,1,4,1,True,False,False,True,False,False,False,True
3424-NMNBO,58,Yes,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,113.204,6287.25,0.0,1320.0,2864.04,78,No,Yes,Yes,No,0,92117,51213,1,0,0,False,True,False,True,False,False,False,True
4514-GFCFI,16,Yes,Yes,Yes,8,No,No,No,No,Yes,No,No,No,Yes,88.14,1350.15,0.0,108.0,280.16,76,No,Yes,No,No,0,92117,51213,1,8,2,True,False,False,True,False,False,True,False
8000-REIQB,1,Yes,No,Yes,30,No,No,No,No,No,No,No,No,Yes,72.748,69.95,0.0,0.0,22.5,73,No,Yes,No,No,0,92117,51213,1,2,0,True,False,False,True,False,False,True,False
4795-KTRTH,5,Yes,Yes,Yes,12,No,Yes,No,No,No,No,No,Yes,Yes,84.24000000000001,371.65,40.64,0.0,236.4,68,No,Yes,Yes,No,0,92122,34902,1,4,1,True,False,False,True,False,False,True,False
9961-JBNMK,21,Yes,No,Yes,8,No,No,Yes,No,Yes,Yes,No,No,Yes,100.672,2030.3,10.2,162.0,887.6700000000001,79,No,Yes,No,No,0,92239,964,1,1,1,True,False,False,True,False,False,False,True
6179-GJPSO,43,Yes,No,Yes,11,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,112.476,4600.7,0.0,506.0,1368.6899999999998,67,No,Yes,No,No,0,92027,48690,1,2,0,True,False,False,False,True,False,True,False
8290-YWKHZ,32,Yes,Yes,Yes,7,No,No,No,No,Yes,Yes,No,No,Yes,96.928,2931.0,17.88,205.0,1079.68,69,No,Yes,Yes,No,0,92028,42239,1,5,0,True,False,False,True,False,False,True,False
8051-HJRLT,1,Yes,No,Yes,14,No,No,No,No,No,No,No,No,Yes,73.372,70.55,0.0,0.0,18.2,72,No,Yes,No,No,0,92397,4253,1,4,0,True,False,False,True,False,False,True,False
4021-RQSNY,29,Yes,Yes,Yes,31,No,No,Yes,No,Yes,Yes,Yes,No,Yes,102.44,3004.15,37.55,931.0,747.62,75,No,Yes,Yes,No,0,92555,12743,1,4,0,True,False,False,True,False,False,False,True
9061-TIHDA,13,Yes,Yes,Yes,7,No,No,No,No,Yes,Yes,Yes,No,Yes,99.06,1233.65,48.09,86.0,412.1,67,No,Yes,Yes,No,0,92563,18311,1,3,2,True,False,False,True,False,False,False,True
8699-ASUFO,7,Yes,Yes,Yes,19,No,No,No,No,No,No,No,Yes,Yes,77.376,527.9,32.46,0.0,62.44,72,No,Yes,Yes,No,0,92567,7344,1,5,0,True,False,False,False,True,False,False,True
4695-WJZUE,2,Yes,Yes,Yes,31,No,No,Yes,No,No,Yes,Yes,No,Yes,92.092,179.25,0.0,56.0,43.14,68,No,Yes,No,No,0,92606,17621,1,3,6,True,False,False,True,False,False,True,False
3988-RQIXO,1,Yes,No,Yes,2,No,No,No,No,Yes,Yes,Yes,No,Yes,94.952,91.3,0.0,0.0,43.61,68,No,Yes,No,No,0,92625,13422,1,0,0,True,False,False,True,False,False,True,False
5931-FLJJF,7,Yes,No,Yes,24,No,No,No,No,No,No,No,Yes,Yes,72.904,467.55,20.23,0.0,112.35,75,No,Yes,Yes,No,0,92655,8660,1,2,0,True,False,False,False,True,False,False,True
3207-OYBWH,57,Yes,Yes,Yes,23,No,Yes,Yes,No,No,Yes,No,No,Yes,99.06,5427.05,12.59,1248.0,2844.87,74,No,Yes,Yes,No,0,92661,4242,1,5,0,True,False,False,True,False,False,False,True
7216-EWTRS,1,Yes,Yes,Yes,25,No,No,Yes,No,Yes,Yes,No,No,Yes,104.832,100.8,0.0,0.0,17.35,78,No,Yes,Yes,No,0,92663,22133,1,2,1,True,False,False,True,False,False,True,False
2528-HFYZX,17,Yes,No,Yes,9,No,Yes,No,No,No,No,No,No,Yes,79.50800000000001,1233.4,0.0,111.0,17.85,66,No,Yes,Yes,No,0,92706,37879,1,5,3,True,False,False,True,False,False,False,True
4140-MUHUG,3,Yes,No,Yes,22,No,No,Yes,No,Yes,No,No,Yes,Yes,90.324,220.95,0.0,0.0,55.14,73,No,Yes,No,No,0,93022,6503,1,2,1,True,False,False,True,False,False,True,False
1587-FKLZB,66,Yes,Yes,Yes,28,No,No,Yes,No,Yes,Yes,No,No,Yes,103.48,6822.15,0.0,1910.0,1904.76,79,No,Yes,Yes,No,0,93101,31727,1,0,0,True,False,False,False,True,False,False,True
5440-FLBQG,69,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,112.736,7318.2,0.0,293.0,3372.7200000000003,69,No,Yes,Yes,No,0,93110,15757,1,1,0,False,False,True,True,False,False,False,True
2774-LVQUS,15,Yes,Yes,Yes,3,No,No,Yes,Yes,No,No,No,No,Yes,86.372,1258.3,0.0,38.0,661.95,65,No,Yes,Yes,No,0,92592,46171,1,4,0,True,False,False,True,False,False,True,False
4612-THJBS,56,Yes,Yes,Yes,4,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,108.94,5510.65,0.0,0.0,1936.48,68,No,Yes,No,No,0,93270,5868,1,2,0,False,True,False,True,False,False,True,False
4094-NSEDU,21,Yes,Yes,Yes,10,No,No,No,No,Yes,Yes,No,No,Yes,98.02,1973.75,0.0,197.0,444.15,79,No,Yes,No,No,0,92592,46171,1,0,0,True,False,False,True,False,False,True,False
1846-XWOQN,1,Yes,No,Yes,9,No,No,No,No,No,No,No,Yes,Yes,72.956,70.15,0.0,0.0,47.97,80,No,Yes,No,No,0,93426,1363,1,1,0,True,False,False,True,False,False,True,False
3757-NJYBX,32,Yes,Yes,Yes,3,No,Yes,Yes,No,Yes,Yes,No,No,No,110.604,3520.75,0.0,106.0,253.44,77,No,Yes,Yes,No,0,93444,15405,1,3,1,True,False,False,True,False,False,False,True
9898-KZQDZ,40,Yes,Yes,Yes,22,No,No,No,No,Yes,Yes,Yes,Yes,Yes,98.332,3640.45,0.0,0.0,1980.0,65,No,Yes,Yes,No,0,93541,504,1,3,2,True,False,False,False,True,False,True,False
8263-JQAIK,2,No,No,Yes,7,No,No,No,No,No,No,No,No,Yes,25.428,47.5,0.0,3.0,0.0,66,No,Yes,No,No,0,93591,6787,1,3,0,True,False,False,False,True,False,False,True
2205-YMZZJ,7,Yes,Yes,Yes,14,No,No,No,No,Yes,No,No,Yes,Yes,88.192,546.95,0.0,0.0,276.57,75,No,Yes,No,No,0,93612,33856,1,6,0,True,False,False,True,False,False,False,True
1254-IZEYF,31,Yes,Yes,Yes,4,No,Yes,No,No,Yes,Yes,No,Yes,Yes,103.948,3186.65,0.0,12.75,1220.16,74,No,Yes,No,No,0,93615,5519,1,4,0,True,False,False,True,False,False,True,False
9221-OTIVJ,14,Yes,Yes,Yes,8,No,Yes,Yes,No,Yes,Yes,No,No,Yes,109.044,1531.4,0.0,123.0,419.44,80,No,Yes,No,No,0,93621,506,1,1,4,True,False,False,True,False,False,True,False
5908-QMGOE,15,Yes,Yes,Yes,10,No,No,No,No,No,No,No,Yes,Yes,77.168,1133.9,43.31,0.0,352.95000000000005,74,No,Yes,No,No,0,93625,5635,1,4,2,True,False,False,False,True,False,False,True
0397-GZBBC,59,Yes,Yes,Yes,16,No,No,No,No,Yes,Yes,No,No,Yes,97.604,5574.75,8.13,892.0,636.02,70,No,Yes,Yes,No,0,93665,343,1,3,1,True,False,False,True,False,False,False,True
7641-EUYET,46,Yes,Yes,Yes,19,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,104.728,4541.2,46.64,86.28,2259.06,76,No,Yes,Yes,No,0,93668,1130,1,3,2,True,False,False,True,False,False,False,True
8922-LIEGH,25,Yes,Yes,Yes,7,No,Yes,No,No,No,Yes,No,Yes,Yes,93.288,2187.55,23.33,0.0,909.0,72,No,Yes,No,No,0,93928,254,1,1,0,True,False,False,True,False,False,True,False
8245-UMPYT,16,Yes,Yes,Yes,15,No,No,No,No,Yes,Yes,No,No,Yes,100.256,1581.2,47.2,237.0,513.76,66,No,Yes,No,No,0,93932,538,1,2,0,True,False,False,True,False,False,True,False
5186-SAMNZ,1,Yes,No,Yes,16,No,No,No,No,No,No,No,Yes,Yes,72.28,69.5,0.0,0.0,41.2,75,No,Yes,No,No,0,93933,21759,1,2,0,True,False,False,True,False,False,False,True
5373-SFODM,36,Yes,Yes,Yes,6,No,No,No,No,No,Yes,Yes,No,Yes,88.66,3132.75,0.0,188.0,883.4399999999999,65,No,Yes,Yes,No,0,93954,521,1,2,1,True,False,False,False,True,False,False,True
0022-TCJCI,45,Yes,No,Yes,19,Yes,No,Yes,No,No,Yes,No,Yes,No,65.208,2791.5,0.0,0.0,480.15,79,No,Yes,No,No,0,94015,63337,1,6,0,False,True,False,False,True,False,False,True
5130-IEKQT,25,Yes,Yes,Yes,24,No,Yes,Yes,No,Yes,Yes,No,No,No,110.188,2655.25,0.0,637.0,1158.5,73,No,Yes,No,No,0,94109,56330,1,2,2,True,False,False,False,True,False,False,True
3269-ATYWD,39,Yes,Yes,Yes,25,No,No,No,No,Yes,Yes,No,No,Yes,99.476,3759.05,0.0,940.0,1635.27,79,No,Yes,No,No,0,94123,22920,1,5,0,True,False,False,True,False,False,False,True
0354-WYROK,31,Yes,No,Yes,23,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,102.856,2911.3,0.0,0.0,1486.45,70,No,Yes,Yes,No,0,94130,1458,1,4,0,True,False,False,True,False,False,True,False
7576-OYWBN,3,Yes,Yes,Yes,31,No,No,No,No,No,No,No,No,Yes,79.092,231.8,0.0,72.0,90.75,71,No,Yes,No,No,0,94402,23393,1,4,3,True,False,False,True,False,False,False,True
5539-TMZLF,1,Yes,No,Yes,6,No,No,No,No,No,No,No,Yes,Yes,72.54,69.75,0.0,0.0,33.84,69,No,Yes,No,No,0,94520,36186,1,3,3,True,False,False,True,False,False,False,True
3336-JORSO,33,Yes,Yes,Yes,28,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,114.868,3655.45,0.0,1024.0,568.92,70,No,Yes,No,No,0,94542,11147,1,0,0,True,False,False,True,False,False,True,False
6861-XWTWQ,7,Yes,Yes,Yes,2,No,No,Yes,No,Yes,Yes,Yes,No,Yes,103.22,665.45,0.0,13.0,300.44,71,No,Yes,Yes,No,0,94559,26894,1,1,0,True,False,False,True,False,False,False,True
4283-FUTGF,19,Yes,Yes,Yes,16,No,No,Yes,No,No,No,No,No,Yes,83.044,1471.75,0.0,235.0,318.82000000000005,67,No,Yes,No,No,0,94803,25399,1,2,1,True,False,False,True,False,False,False,True
2397-BRLOM,8,Yes,No,Yes,2,No,No,No,No,Yes,No,No,Yes,Yes,83.668,583.45,0.0,0.0,215.92,67,No,Yes,Yes,No,0,94901,40239,1,3,1,True,False,False,False,True,False,False,True
8510-AWCXC,13,Yes,Yes,Yes,31,Yes,No,No,No,Yes,Yes,No,No,Yes,104.832,1308.1,0.0,406.0,93.86,69,No,Yes,No,No,0,94945,16429,1,6,1,True,False,False,True,False,False,True,False
8225-BTJAU,10,Yes,No,Yes,20,No,No,No,No,No,Yes,No,Yes,Yes,82.42,793.55,0.0,0.0,75.1,75,No,Yes,No,No,0,94970,781,1,2,1,True,False,False,True,False,False,False,True
1724-BQUHA,5,Yes,No,Yes,7,No,No,No,No,Yes,Yes,No,Yes,Yes,93.08,477.7,0.0,3.34,228.6,67,No,Yes,No,No,0,95032,24443,1,2,0,True,False,False,True,False,False,False,True
4826-XTSOH,1,Yes,Yes,Yes,25,No,No,No,No,Yes,No,No,No,Yes,89.492,86.05,0.0,0.0,38.78,66,No,Yes,Yes,No,0,95039,899,1,2,4,True,False,False,True,False,False,False,True
2408-WITXK,10,No,No,Yes,4,No,No,No,No,No,Yes,No,No,Yes,36.088,329.8,0.0,13.0,0.0,67,No,Yes,No,No,0,95110,18197,1,1,2,True,False,False,True,False,False,True,False
2634-HCZGT,53,Yes,Yes,Yes,7,Yes,No,No,Yes,No,No,No,Yes,Yes,62.452,3229.65,0.0,0.0,1148.51,71,No,Yes,Yes,No,0,95126,27023,1,3,0,False,True,False,True,False,False,False,True
7503-QQRVF,16,Yes,No,Yes,9,No,Yes,No,No,No,No,No,No,Yes,77.272,1178.25,0.0,106.0,417.92,74,No,Yes,Yes,No,0,95127,60620,1,1,2,True,False,False,False,True,False,False,True
0709-TVGUR,9,Yes,Yes,Yes,30,No,No,No,No,No,No,No,No,Yes,77.532,622.9,33.25,187.0,158.04,70,No,Yes,No,No,0,95207,49965,1,2,1,True,False,False,True,False,False,True,False
3001-CBHLQ,32,Yes,Yes,Yes,24,No,No,Yes,Yes,Yes,Yes,No,No,Yes,109.096,3351.55,33.73,804.0,1392.32,76,No,Yes,Yes,No,0,95222,4264,1,4,0,True,False,False,True,False,False,False,True
4102-OQUPX,1,Yes,Yes,Yes,32,No,No,No,No,No,No,No,No,Yes,77.376,74.4,0.0,0.0,17.36,67,No,Yes,Yes,No,0,95250,88,1,0,0,True,False,False,True,False,False,False,True
3999-QGRJH,8,Yes,No,Yes,22,No,No,No,No,No,No,No,No,Yes,72.488,560.85,0.0,123.0,119.12,80,No,Yes,No,No,0,95303,809,1,3,3,True,False,False,True,False,False,False,True
2454-RPBRZ,12,Yes,Yes,Yes,30,No,Yes,Yes,No,Yes,No,No,No,Yes,102.024,1060.2,49.06,318.0,367.56,67,No,Yes,Yes,No,0,95306,986,1,5,2,True,False,False,True,False,False,True,False
2265-CYWIV,4,Yes,Yes,Yes,22,Yes,No,No,No,Yes,Yes,No,No,Yes,103.584,347.65,25.79,76.0,75.64,68,No,Yes,Yes,No,0,95323,1055,1,2,1,True,False,False,True,False,False,True,False
4550-VBOFE,70,Yes,Yes,Yes,22,No,Yes,Yes,No,Yes,Yes,No,No,Yes,107.068,7101.5,15.24,1562.0,1221.5,69,No,Yes,Yes,No,0,95372,1519,1,3,4,True,False,False,True,False,False,False,True
7409-KIUTL,1,Yes,No,Yes,6,No,No,No,No,No,No,No,Yes,Yes,73.84,71.0,0.0,0.0,28.64,80,No,Yes,No,No,0,92027,48690,1,3,0,True,False,False,True,False,False,True,False
1732-VHUBQ,47,Yes,No,Yes,29,No,No,No,No,No,No,No,No,No,73.372,3309.25,26.99,960.0,1266.65,73,No,Yes,Yes,No,0,92027,48690,1,0,0,True,False,False,True,False,False,True,False
0679-IDSTG,1,Yes,No,Yes,9,No,No,No,No,No,No,No,No,Yes,72.02,69.25,0.0,0.0,37.3,73,No,Yes,Yes,No,0,95417,176,1,1,3,True,False,False,True,False,False,True,False
8802-UNOJF,12,Yes,No,Yes,8,No,Yes,Yes,Yes,No,No,No,No,Yes,87.152,1029.75,44.58,82.0,343.56,65,No,Yes,No,No,0,95466,1113,1,4,3,True,False,False,False,True,False,False,True
6313-GIDIT,53,No,No,Yes,28,No,Yes,Yes,No,Yes,Yes,No,No,Yes,56.62800000000001,2854.55,20.16,799.0,0.0,73,No,Yes,No,No,0,95468,1352,1,0,0,True,False,False,True,False,False,False,True
2845-AFFTX,41,Yes,Yes,Yes,16,No,No,Yes,No,Yes,Yes,No,No,Yes,103.792,4259.3,8.88,681.0,924.96,78,No,Yes,Yes,No,0,95488,309,1,4,4,True,False,False,True,False,False,False,True
2815-CPTUL,5,Yes,No,Yes,19,No,No,No,No,No,No,No,Yes,Yes,73.06,331.9,12.48,0.0,11.35,68,No,Yes,No,No,0,95543,532,1,0,0,True,False,False,False,True,False,False,True
1891-FZYSA,69,Yes,Yes,Yes,4,No,Yes,No,No,Yes,No,No,Yes,Yes,93.548,6143.15,6.79,0.0,1127.46,65,No,Yes,Yes,No,0,95587,200,1,6,1,True,False,False,True,False,False,False,True
9685-WKZGT,14,Yes,Yes,Yes,12,No,No,No,No,No,No,No,No,Yes,77.94800000000001,1036.75,39.29,124.0,228.48,67,No,Yes,No,No,0,95608,58830,1,2,0,True,False,False,True,False,False,False,True
6022-UGGSO,32,Yes,No,Yes,10,No,Yes,No,No,No,No,No,No,Yes,77.376,2276.95,44.31,228.0,1063.04,70,No,Yes,No,No,0,95610,43718,1,3,1,True,False,False,True,False,False,True,False
3923-CSIHK,50,Yes,No,Yes,26,No,No,No,No,No,No,No,No,Yes,73.892,3444.85,0.0,896.0,230.0,69,No,Yes,Yes,No,0,95638,1745,1,5,0,True,False,False,True,False,False,True,False
3677-IYRBF,2,No,No,Yes,14,No,No,Yes,No,No,No,No,No,Yes,31.616,78.65,0.0,11.0,0.0,73,No,Yes,No,No,0,95658,6096,1,3,0,True,False,False,True,False,False,True,False
8118-LSUEL,23,Yes,Yes,Yes,32,No,Yes,Yes,No,Yes,Yes,No,No,Yes,110.656,2483.5,0.0,795.0,405.2600000000001,74,No,Yes,No,No,0,95678,30614,1,0,0,True,False,False,True,False,False,False,True
5277-ZLOOR,2,Yes,Yes,Yes,28,No,No,No,No,Yes,No,No,No,Yes,88.972,187.45,0.0,52.0,10.98,78,No,Yes,No,No,0,95703,1526,1,0,0,True,False,False,True,False,False,True,False
4248-HCETZ,30,Yes,No,Yes,4,No,Yes,Yes,No,No,No,No,No,Yes,82.83600000000001,2365.15,0.0,95.0,186.9,77,No,Yes,Yes,No,0,95814,16599,1,5,0,True,False,False,False,True,False,False,True
9174-FKWZE,1,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.45,19.45,0.0,0.0,22.92,70,No,Yes,No,No,0,95819,15975,1,1,0,True,False,False,True,False,False,True,False
5307-DZCVC,32,Yes,Yes,Yes,10,No,No,No,No,Yes,No,No,No,Yes,89.388,2628.6,0.0,263.0,1566.4,78,No,Yes,Yes,No,0,95835,854,1,7,0,True,False,False,False,True,False,True,False
8679-JOEVF,16,Yes,No,Yes,18,No,No,No,Yes,Yes,No,No,Yes,No,61.776,1023.9,0.0,0.0,589.28,75,No,Yes,No,No,0,95838,34894,1,3,1,True,False,False,True,False,False,True,False
4803-AXVYP,38,Yes,Yes,Yes,2,No,No,No,Yes,Yes,Yes,No,Yes,Yes,103.532,3734.25,0.0,0.0,1800.82,75,No,Yes,No,No,0,95920,303,1,2,1,True,False,False,True,False,False,True,False
5649-ANRML,2,Yes,No,Yes,22,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,98.904,180.25,0.0,0.0,25.92,76,No,Yes,No,No,0,95930,282,1,4,0,True,False,False,False,True,False,False,True
7395-IGJOS,17,Yes,No,Yes,18,No,No,No,No,No,Yes,No,No,No,84.76,1329.2,0.0,239.0,161.5,70,No,Yes,Yes,No,0,95971,6189,1,1,2,True,False,False,True,False,False,False,True
7890-VYYWG,3,No,No,Yes,22,No,No,No,No,Yes,No,No,No,Yes,37.908,93.7,0.0,21.0,0.0,67,No,Yes,Yes,No,0,95982,3193,1,1,3,True,False,False,False,True,False,False,True
9907-SWKKF,1,No,No,Yes,23,No,No,No,No,No,No,No,Yes,No,26.052000000000003,25.05,0.0,0.0,0.0,69,No,Yes,No,No,0,95984,73,1,4,2,True,False,False,False,True,False,True,False
6397-JNZZG,43,No,No,Yes,23,No,Yes,Yes,No,Yes,Yes,No,Yes,No,57.772,2342.2,0.0,0.0,0.0,70,No,Yes,Yes,No,0,96006,615,1,2,1,True,False,False,False,True,False,True,False
7779-LGOVN,10,Yes,Yes,Yes,4,No,No,No,No,No,Yes,No,Yes,Yes,90.116,856.65,0.0,0.0,465.0,74,No,Yes,Yes,No,0,96074,263,1,3,2,True,False,False,True,False,False,False,True
9710-ZUSHQ,37,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,No,No,Yes,111.02,4056.75,0.0,81.0,1548.45,77,No,Yes,No,No,0,96080,26438,1,5,0,True,False,False,True,False,False,True,False
3902-FOIGH,12,Yes,Yes,Yes,4,No,Yes,No,No,Yes,Yes,No,No,Yes,105.404,1218.55,0.0,49.0,582.0,66,No,Yes,Yes,No,0,96109,1177,1,1,2,True,False,False,True,False,False,False,True
3318-OSATS,35,Yes,Yes,Yes,32,No,No,No,No,Yes,Yes,No,No,Yes,99.268,3474.05,0.0,1112.0,1228.5,70,No,Yes,No,No,0,96125,348,1,0,0,True,False,False,True,False,False,False,True
2636-ALXXZ,1,Yes,No,Yes,11,No,No,No,No,No,No,No,No,Yes,72.384,69.6,0.0,0.0,45.8,68,No,Yes,No,No,0,96148,678,1,4,0,True,False,False,True,False,False,True,False
9885-CSMWE,1,Yes,No,Yes,14,No,No,No,No,Yes,No,No,No,No,81.58800000000001,78.45,0.0,0.0,18.37,65,No,Yes,No,No,0,90007,45025,1,1,2,True,False,False,True,False,False,True,False
8058-JMEQO,9,Yes,Yes,Yes,23,No,No,No,No,No,Yes,No,No,Yes,87.828,762.5,0.0,175.0,116.19,76,No,Yes,No,No,0,92121,4258,1,3,0,True,False,False,True,False,False,True,False
7657-DYEPJ,38,Yes,No,Yes,33,No,Yes,Yes,Yes,Yes,No,No,No,Yes,72.956,2497.35,0.0,824.0,218.5,73,No,Yes,No,No,0,90024,44150,1,2,2,False,True,False,False,True,False,False,True
8276-MQBYC,51,Yes,Yes,Yes,12,No,No,Yes,No,Yes,Yes,No,Yes,Yes,101.712,4913.3,0.0,0.0,993.99,70,No,Yes,No,No,0,90028,30568,1,1,0,True,False,False,True,False,False,False,True
6015-VVHHE,5,Yes,Yes,Yes,28,No,No,No,No,Yes,No,No,No,Yes,86.47600000000001,446.05,0.0,125.0,209.15,68,No,Yes,No,No,0,90039,29310,1,2,1,True,False,False,False,True,False,True,False
2516-VQRRV,2,Yes,Yes,Yes,28,No,No,No,No,No,No,No,No,Yes,78.468,158.4,0.0,44.0,46.92,77,No,Yes,No,No,0,90230,31963,1,2,0,True,False,False,False,True,False,True,False
7580-UGXNC,2,Yes,No,Yes,7,Yes,Yes,No,No,No,No,No,Yes,No,57.044,104.2,0.0,0.0,51.48,73,No,Yes,No,No,0,90232,15195,1,0,0,True,False,False,False,True,False,True,False
5178-LMXOP,1,Yes,Yes,Yes,12,No,No,No,No,Yes,Yes,No,Yes,Yes,98.904,95.1,0.0,0.0,4.89,71,No,Yes,Yes,No,0,90248,9960,1,6,0,True,False,False,True,False,False,False,True
7056-IMHCC,53,Yes,Yes,Yes,7,No,Yes,No,No,Yes,Yes,No,Yes,Yes,105.976,5549.4,0.0,0.0,420.82,69,No,Yes,Yes,No,0,90501,40705,1,3,0,True,False,False,True,False,False,False,True
8749-JMNKX,51,Yes,Yes,Yes,33,Yes,No,Yes,No,Yes,No,No,No,Yes,97.552,4750.95,0.0,1568.0,1129.14,80,No,Yes,Yes,No,0,90640,62425,1,1,1,True,False,False,True,False,False,False,True
0917-EZOLA,72,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,No,No,Yes,108.31600000000002,7689.95,0.0,154.0,434.16,66,No,Yes,Yes,No,0,90713,27563,1,2,0,False,False,True,True,False,False,False,True
8414-MYSHR,5,Yes,No,Yes,12,No,No,No,No,Yes,Yes,No,Yes,Yes,95.056,449.75,0.0,0.0,22.95,79,No,Yes,No,No,0,91007,30933,1,3,2,True,False,False,True,False,False,False,True
4988-IQIGL,1,Yes,Yes,Yes,20,No,No,No,No,No,No,No,No,Yes,78.36399999999999,75.35,0.0,0.0,28.49,80,No,Yes,No,No,0,91304,49242,1,4,0,True,False,False,True,False,False,False,True
4706-AXVKM,11,Yes,Yes,Yes,6,No,No,No,No,No,Yes,No,Yes,Yes,88.192,906.85,0.0,0.0,45.1,78,No,Yes,No,No,0,91381,9937,1,0,0,True,False,False,False,True,False,True,False
5889-JTMUL,50,Yes,Yes,Yes,4,No,Yes,Yes,No,Yes,No,No,Yes,Yes,98.852,4888.7,0.0,0.0,1578.0,67,No,Yes,Yes,No,0,91384,22177,1,1,2,True,False,False,True,False,False,True,False
9026-RNUJS,5,Yes,No,Yes,31,No,No,Yes,No,No,No,No,No,No,52.364,237.25,0.0,74.0,93.45,73,No,Yes,No,No,0,91401,40376,1,3,1,True,False,False,True,False,False,False,True
1624-NALOJ,5,Yes,Yes,Yes,13,No,Yes,No,No,No,Yes,No,Yes,Yes,93.392,502.6,0.0,6.53,181.8,75,No,Yes,No,No,0,91605,57146,1,0,0,True,False,False,True,False,False,False,True
6210-KBBPI,9,Yes,Yes,Yes,16,No,Yes,No,No,Yes,Yes,No,Yes,Yes,103.428,919.4,0.0,0.0,95.94,67,No,Yes,No,No,0,91790,44099,1,2,2,True,False,False,False,True,False,False,True
2260-USTRB,2,Yes,No,Yes,31,No,No,No,No,No,No,No,No,Yes,73.00800000000001,115.95,0.0,36.0,19.1,75,No,Yes,No,No,0,91906,3133,1,4,0,True,False,False,True,False,False,True,False
8623-TMRBY,51,Yes,Yes,Yes,24,No,Yes,Yes,No,No,No,No,Yes,Yes,87.56800000000001,4146.05,0.0,0.0,2222.58,80,No,Yes,Yes,No,0,91915,9278,1,1,0,True,False,False,True,False,False,False,True
6900-PXRMS,26,Yes,Yes,Yes,20,No,Yes,Yes,No,Yes,Yes,Yes,No,No,109.98,2710.25,0.0,542.0,32.76,72,No,Yes,Yes,No,0,91978,7863,1,3,4,True,False,False,True,False,False,False,True
3346-BRMIS,18,No,No,Yes,13,No,No,Yes,No,Yes,Yes,Yes,No,Yes,50.284000000000006,810.7,0.0,105.0,0.0,70,No,Yes,Yes,No,0,92003,3849,1,1,3,True,False,False,True,False,False,True,False
2722-JMONI,1,Yes,No,Yes,10,Yes,No,No,No,No,No,No,No,Yes,51.532,49.55,0.0,0.0,24.24,73,No,Yes,Yes,No,0,92029,17944,1,5,0,True,False,False,True,False,False,True,False
7579-OOPEC,2,Yes,No,Yes,22,No,Yes,No,No,No,No,No,No,No,52.156,115.1,0.0,25.0,13.72,75,No,Yes,Yes,No,0,92059,1831,1,4,1,True,False,False,False,True,False,True,False
1771-OADNZ,29,Yes,Yes,Yes,23,No,Yes,Yes,No,No,Yes,Yes,No,Yes,99.736,2745.2,0.0,631.0,1026.02,70,No,Yes,Yes,No,0,92061,2615,1,6,0,True,False,False,True,False,False,False,True
0612-RTZZA,1,No,No,Yes,16,No,No,No,No,No,No,No,No,No,26.26,25.25,0.0,0.0,0.0,77,No,Yes,No,No,0,92084,44692,1,1,1,True,False,False,True,False,False,True,False
4433-JCGCG,46,Yes,Yes,Yes,24,No,No,Yes,No,Yes,Yes,No,No,Yes,105.04,4680.05,0.0,1123.0,246.56,80,No,Yes,Yes,No,0,92129,47224,1,4,1,True,False,False,True,False,False,False,True
